Date;TestRunNumber;LoggerInvocationCount;ThreadID;ThreadName;StackTrace;Logger;Method;Class;LoggingPositionID;LoggingTraceID;LogType;CodeLine;LogDataType;IdentifyingName;ValueObject;Comment;AnalysisValue
2,13848E+13;2;3;10;Thread-2; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784914435;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13848E+13;2;4;10;Thread-2; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492645142;AfterExternalAction;126;ParameterValue;isFileInDB;true;;null
2,13848E+13;2;5;10;Thread-2; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753262359;BeforeExternalAction;96;ParameterValue;inputFile.length;11994017;;null
2,13858E+13;2;6;10;Thread-2; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784914435;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13858E+13;2;7;10;Thread-2; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492645142;AfterExternalAction;126;ParameterValue;isFileInDB;true;;null
2,13907E+13;3;0;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(59) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;uploadFiles;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-1329222506;-1777666576;MethodCall;59;ParameterValue;inputFiles.length;9;;null
2,13907E+13;3;1;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(60) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;uploadFiles;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-1329222484;-1777666576;MethodCall;60;ParameterValue;inputFileTypes.length;9;;null
2,13907E+13;3;2;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753263351;BeforeExternalAction;96;ParameterValue;inputFile.length;11944339;;null
2,13917E+13;3;3;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784913443;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13917E+13;3;4;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492646134;AfterExternalAction;126;ParameterValue;isFileInDB;true;;null
2,13917E+13;3;5;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(103) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126990;1528166628;BeforeExternalAction;103;ParameterValue;inputFile.length;33;;null
2,13926E+13;3;6;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(108) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126995;1528166628;AfterExternalAction;108;ParameterValue;compressedFile.length;1933032;;null
2,13926E+13;3;7;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753263351;BeforeExternalAction;96;ParameterValue;inputFile.length;1933032;;null
2,13928E+13;3;8;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784913443;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13928E+13;3;9;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492646134;AfterExternalAction;126;ParameterValue;isFileInDB;false;;null
2,13928E+13;3;10;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: storeFileWithStrategy(137) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(88) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;storeFileWithStrategy;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-387327581;877744880;BeforeReturn;137;ParameterValue;file.length;1933032;;null
2,13928E+13;3;11;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: storeFileWithStrategy(141) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(88) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;storeFileWithStrategy;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-387327556;877744880;BranchSelection;141;Timestamp;storage if: large;1;;null
2,13929E+13;3;12;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(103) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126990;1528166628;BeforeExternalAction;103;ParameterValue;inputFile.length;934007;;null
2,13931E+13;3;13;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(108) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126995;1528166628;AfterExternalAction;108;ParameterValue;compressedFile.length;1933032;;null
2,13931E+13;3;14;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753263351;BeforeExternalAction;96;ParameterValue;inputFile.length;1933032;;null
2,13933E+13;3;15;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784913443;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13933E+13;3;16;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492646134;AfterExternalAction;126;ParameterValue;isFileInDB;true;;null
2,13933E+13;3;17;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(103) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126990;1528166628;BeforeExternalAction;103;ParameterValue;inputFile.length;9665311;;null
2,13958E+13;4;0;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(59) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;uploadFiles;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-1329222506;-1777665584;MethodCall;59;ParameterValue;inputFiles.length;1;;null
2,1396E+13;4;1;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(60) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;uploadFiles;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-1329222484;-1777665584;MethodCall;60;ParameterValue;inputFileTypes.length;1;;null
2,13961E+13;4;2;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753264343;BeforeExternalAction;96;ParameterValue;inputFile.length;852945;;null
2,13962E+13;4;3;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784912451;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13962E+13;4;4;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492647126;AfterExternalAction;126;ParameterValue;isFileInDB;false;;null
2,13962E+13;4;5;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: storeFileWithStrategy(137) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(88) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;storeFileWithStrategy;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-387327581;877745872;BeforeReturn;137;ParameterValue;file.length;852945;;null
2,13962E+13;4;6;12;Thread-4; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: storeFileWithStrategy(141) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(88) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;storeFileWithStrategy;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-387327556;877745872;BranchSelection;141;Timestamp;storage if: large;1;;null
2,13967E+13;3;18;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: compress(108) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(72) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;compress;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1019126995;1528166628;AfterExternalAction;108;ParameterValue;compressedFile.length;9665311;;null
2,13967E+13;3;19;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: getMessageDigest(96) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(78) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;getMessageDigest;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-646219306;1753263351;BeforeExternalAction;96;ParameterValue;inputFile.length;9665311;;null
2,13975E+13;3;20;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isCopyrightedMaterial(117) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(80) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isCopyrightedMaterial;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;-2103529768;-784913443;AfterExternalAction;117;ParameterValue;isCopyrighted;false;;null
2,13975E+13;3;21;11;Thread-3; >>> java.lang.Thread: getStackTrace(-1) >>> de.uka.ipd.sdq.logger.Logger: addLogEntry(142) >>> de.uka.ipd.sdq.logger.Logger: addLogEntryData(316) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: isFileExistingInDB(126) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore: uploadFiles(84) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: uploadFiles(19) >>> de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessRunner: run(24) >>> java.lang.Thread: run(-1);BusinessCore;isFileExistingInDB;de.uka.ipd.sdq.palladiofileshare.businesslogic.BusinessCore / class java.lang.String;1433623229;1492646134;AfterExternalAction;126;ParameterValue;isFileInDB;false;;null
