Upload ID;File ID;is compressed;first meas.;second meas.
8843050109;all;-1;27,777,376,454;-1
8843050109;j0.jpg;1;74,533,216;7822
8843050109;j1.jpg;1;59,350,560;3073
8843050109;j8.jpg;1;58,280,871;2793
8843050109;p5.pdf;0;2,115,762,758;4190
8843050109;j4.jpg;1;40,238,354;3073
8843050109;p5.pdf;0;2,120,593,539;3632
8843050109;j2.jpg;1;90,387,465;3632
8843050109;j1.jpg;1;59,741,392;3073
8843050109;j9.jpg;1;58,956,655;3073
8843050109;p7.pdf;0;1,855,879,169;4190
8843050109;j2.jpg;1;90,808,189;3632
8843050109;p0.pdf;0;1,366,589,608;5588
8843050109;j6.jpg;1;19,350,504;3353
8843050109;p2.pdf;0;2,319,359,863;3631
8843050109;j4.jpg;1;40,217,961;3073
8843050109;j7.jpg;1;48,410,622;3631
8843050109;j3.jpg;1;73,892,073;3073
8843050109;p2.pdf;0;2,319,342,822;4190
8843050109;p5.pdf;0;2,115,033,894;3911
8843050109;j1.jpg;1;59,318,992;2793
8843050109;p1.pdf;0;1,505,260,585;4749
8843050109;p2.pdf;0;3,121,780,003;4470
8843050109;p6.pdf;0;2,140,895,841;3352
8843050109;j8.jpg;1;58,691,538;5028
8843050109;j1.jpg;1;59,132,376;2794
8843050109;j5.jpg;1;50,724,603;3353
8843050109;j3.jpg;1;74,185,685;4191
8843050109;p1.pdf;0;1,497,763,263;3911
8843050109;p9.pdf;0;2,364,617,850;4470
8843050109;j9.jpg;1;59,192,998;3911
8843050109;p7.pdf;0;1,858,860,554;3631
