Event Time;State
2186.03;Busy 1 Job(s)
2214.07;Idle
2305.6000000000004;Busy 1 Job(s)
2334.1300000000006;Busy 2 Job(s)
2359.2000000000007;Busy 1 Job(s)
2384.270000000001;Idle
2423.3300000000004;Busy 1 Job(s)
2460.4900000000007;Idle
2548.6500000000005;Busy 1 Job(s)
2600.3100000000004;Idle
2629.5400000000004;Busy 1 Job(s)
2683.1500000000005;Idle
2739.8100000000004;Busy 1 Job(s)
2789.9900000000002;Idle
2832.0400000000004;Busy 1 Job(s)
2846.65;Busy 2 Job(s)
2885.6500000000005;Busy 1 Job(s)
2905.8100000000004;Idle
3056.9700000000003;Busy 1 Job(s)
3073.7700000000004;Busy 2 Job(s)
3093.9300000000003;Busy 1 Job(s)
3107.15;Idle
3186.81;Busy 1 Job(s)
3238.47;Idle
3255.27;Busy 1 Job(s)
3277.87;Idle
3303.0299999999997;Busy 1 Job(s)
3354.6899999999996;Idle
3474.3499999999995;Busy 1 Job(s)
3526.0099999999993;Idle
3582.669999999999;Busy 1 Job(s)
3599.5;Busy 2 Job(s)
3634.329999999999;Busy 1 Job(s)
3653.11;Idle
3753.989999999999;Busy 1 Job(s)
3805.6499999999987;Idle
3831.089999999999;Busy 1 Job(s)
3835.77;Busy 2 Job(s)
3878.619999999999;Busy 1 Job(s)
3898.779999999999;Idle
3991.009999999999;Busy 1 Job(s)
4044.619999999999;Idle
4136.149999999999;Busy 1 Job(s)
4161.309999999999;Busy 2 Job(s)
4175.84;Busy 1 Job(s)
4196.0;Idle
4312.469999999998;Busy 1 Job(s)
4349.48;Busy 2 Job(s)
4364.129999999998;Busy 1 Job(s)
4404.369999999998;Idle
4433.599999999998;Busy 1 Job(s)
4437.639999999999;Busy 2 Job(s)
4487.209999999997;Busy 1 Job(s)
4489.299999999999;Idle
4535.5099999999975;Busy 1 Job(s)
4580.229999999998;Idle
4703.959999999997;Busy 1 Job(s)
4732.489999999997;Busy 2 Job(s)
4754.599999999997;Busy 1 Job(s)
4779.669999999996;Idle
4836.609999999996;Busy 1 Job(s)
4865.139999999996;Busy 2 Job(s)
4881.1699999999955;Busy 1 Job(s)
4906.239999999995;Idle
5054.029999999999;Busy 1 Job(s)
5061.469999999995;Busy 2 Job(s)
5083.5799999999945;Busy 1 Job(s)
5105.689999999994;Idle
5208.559999999999;Busy 1 Job(s)
5216.989999999994;Busy 2 Job(s)
5242.059999999994;Busy 1 Job(s)
5255.279999999994;Idle
5426.089999999998;Busy 1 Job(s)
5441.309999999994;Busy 2 Job(s)
5466.379999999994;Busy 1 Job(s)
5522.949999999993;Idle
5577.249999999998;Busy 1 Job(s)
5579.889999999993;Busy 2 Job(s)
5600.049999999993;Busy 1 Job(s)
5616.079999999993;Idle
5657.049999999998;Busy 1 Job(s)
5692.299999999993;Idle
5815.329999999993;Busy 1 Job(s)
5871.119999999998;Idle
5875.359999999992;Busy 1 Job(s)
5931.929999999992;Idle
6025.649999999998;Busy 1 Job(s)
6051.499999999992;Idle
6105.449999999998;Busy 1 Job(s)
6111.529999999992;Busy 2 Job(s)
6124.749999999992;Busy 1 Job(s)
6149.8199999999915;Idle
6238.259999999991;Busy 1 Job(s)
6248.249999999998;Busy 2 Job(s)
6285.789999999991;Busy 1 Job(s)
6299.009999999991;Idle
6307.229999999998;Busy 1 Job(s)
6339.249999999991;Idle
6395.909999999991;Busy 1 Job(s)
6447.569999999991;Idle
6450.029999999998;Busy 1 Job(s)
6492.289999999991;Idle
6583.819999999991;Busy 1 Job(s)
6632.599999999998;Idle
6676.04999999999;Busy 1 Job(s)
6689.2599999999975;Busy 2 Job(s)
6729.65999999999;Busy 1 Job(s)
6749.81999999999;Idle
6900.97999999999;Busy 1 Job(s)
6952.639999999989;Idle
7012.669999999989;Busy 1 Job(s)
7032.789999999997;Busy 2 Job(s)
7069.239999999989;Busy 1 Job(s)
7089.359999999997;Idle
7192.269999999989;Busy 1 Job(s)
7248.839999999988;Idle
7275.389999999997;Busy 1 Job(s)
7305.409999999988;Idle
7393.569999999988;Busy 1 Job(s)
7445.229999999988;Idle
7505.2599999999875;Busy 1 Job(s)
7512.689999999997;Busy 2 Job(s)
7557.409999999997;Busy 1 Job(s)
7561.829999999987;Idle
7711.939999999997;Busy 1 Job(s)
7712.989999999987;Busy 2 Job(s)
7738.059999999987;Busy 1 Job(s)
7758.219999999987;Idle
7926.099999999997;Busy 1 Job(s)
7942.899999999997;Busy 2 Job(s)
7964.409999999986;Busy 1 Job(s)
7964.409999999986;Busy 2 Job(s)
7977.6299999999865;Busy 1 Job(s)
8002.699999999986;Idle
8148.699999999997;Busy 1 Job(s)
8173.419999999986;Idle
8198.579999999987;Busy 1 Job(s)
8250.239999999987;Idle
8275.399999999987;Busy 1 Job(s)
8327.059999999987;Idle
8415.219999999987;Busy 1 Job(s)
8466.879999999986;Idle
8551.859999999997;Busy 1 Job(s)
8555.039999999986;Busy 2 Job(s)
8575.199999999986;Busy 1 Job(s)
8626.859999999986;Idle
8766.019999999997;Busy 1 Job(s)
8781.389999999987;Busy 2 Job(s)
8801.549999999987;Busy 1 Job(s)
8826.619999999986;Idle
8873.619999999997;Busy 1 Job(s)
8901.009999999986;Idle
8902.149999999998;Busy 1 Job(s)
8949.309999999985;Busy 2 Job(s)
8958.719999999998;Busy 1 Job(s)
8971.939999999997;Idle
9154.599999999997;Busy 1 Job(s)
9189.969999999985;Idle
9215.129999999985;Busy 1 Job(s)
9266.789999999985;Idle
9295.319999999985;Busy 1 Job(s)
9351.889999999985;Idle
9368.689999999984;Busy 1 Job(s)
9388.319999999996;Idle
9479.849999999997;Busy 1 Job(s)
9519.759999999984;Idle
9548.989999999983;Busy 1 Job(s)
9602.599999999984;Idle
9650.899999999983;Busy 1 Job(s)
9695.619999999983;Idle
9720.779999999982;Busy 1 Job(s)
9772.439999999982;Idle
9892.099999999982;Busy 1 Job(s)
9914.509999999997;Busy 2 Job(s)
9934.669999999996;Busy 1 Job(s)
9943.759999999982;Idle
9993.649999999996;Busy 1 Job(s)
10015.499999999982;Idle
10018.809999999996;Busy 1 Job(s)
10067.159999999982;Idle
10155.319999999982;Busy 1 Job(s)
10206.979999999981;Idle
10224.609999999995;Busy 1 Job(s)
10269.329999999994;Idle
10295.139999999981;Busy 1 Job(s)
10346.799999999981;Idle
10483.489999999994;Busy 1 Job(s)
10497.959999999981;Busy 2 Job(s)
10518.11999999998;Busy 1 Job(s)
10538.27999999998;Idle
10634.649999999994;Busy 1 Job(s)
10684.43999999998;Idle
10744.469999999981;Busy 1 Job(s)
10801.03999999998;Idle
10826.19999999998;Busy 1 Job(s)
10842.99999999998;Busy 2 Job(s)
10863.15999999998;Busy 1 Job(s)
10876.37999999998;Idle
10966.449999999993;Busy 1 Job(s)
10984.099999999979;Idle
11046.249999999993;Busy 1 Job(s)
11060.319999999978;Idle
11085.479999999978;Busy 1 Job(s)
11129.409999999993;Idle
11240.009999999978;Busy 1 Job(s)
11296.579999999978;Idle
11315.439999999993;Busy 1 Job(s)
