Event Time;State
2000.0;Busy 1 Job(s)
2000.0;Idle
2000.0;Busy 1 Job(s)
2000.0;Busy 1 Job(s)
2000.0;Busy 2 Job(s)
2031.5;Busy 1 Job(s)
2031.5;Busy 2 Job(s)
2063.0;Busy 1 Job(s)
2063.0;Busy 2 Job(s)
2094.5;Busy 1 Job(s)
2094.5;Busy 2 Job(s)
2126.0;Busy 1 Job(s)
2126.0;Busy 2 Job(s)
2157.5;Busy 1 Job(s)
2157.5;Busy 2 Job(s)
2186.03;Busy 1 Job(s)
2186.03;Busy 2 Job(s)
2189.0;Busy 1 Job(s)
2189.0;Busy 2 Job(s)
2214.07;Busy 1 Job(s)
2214.07;Busy 1 Job(s)
2245.57;Idle
2245.57;Busy 1 Job(s)
2277.07;Idle
2277.07;Busy 1 Job(s)
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Idle
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Idle
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Idle
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Busy 1 Job(s)
2305.6000000000004;Busy 2 Job(s)
2334.1300000000006;Busy 1 Job(s)
2334.1300000000006;Busy 1 Job(s)
2334.1300000000006;Busy 1 Job(s)
2334.1300000000006;Busy 2 Job(s)
2359.2000000000007;Busy 1 Job(s)
2359.2000000000007;Busy 1 Job(s)
2384.270000000001;Idle
2384.270000000001;Busy 1 Job(s)
2415.770000000001;Idle
2415.770000000001;Busy 1 Job(s)
2423.3300000000004;Busy 1 Job(s)
2423.3300000000004;Busy 2 Job(s)
2447.270000000001;Busy 1 Job(s)
2447.270000000001;Busy 2 Job(s)
2460.4900000000007;Busy 1 Job(s)
2460.4900000000007;Busy 1 Job(s)
2491.9900000000007;Idle
2491.9900000000007;Busy 1 Job(s)
2523.4900000000007;Idle
2523.4900000000007;Busy 1 Job(s)
2548.6500000000005;Idle
2548.6500000000005;Busy 1 Job(s)
2548.6500000000005;Busy 1 Job(s)
2548.6500000000005;Busy 2 Job(s)
2580.1500000000005;Busy 1 Job(s)
2580.1500000000005;Busy 2 Job(s)
2600.3100000000004;Busy 1 Job(s)
2600.3100000000004;Busy 1 Job(s)
2629.5400000000004;Idle
2629.5400000000004;Busy 1 Job(s)
2629.5400000000004;Busy 1 Job(s)
2629.5400000000004;Busy 2 Job(s)
2661.0400000000004;Busy 1 Job(s)
2661.0400000000004;Busy 2 Job(s)
2683.1500000000005;Busy 1 Job(s)
2683.1500000000005;Busy 1 Job(s)
2714.6500000000005;Idle
2714.6500000000005;Busy 1 Job(s)
2739.8100000000004;Idle
2739.8100000000004;Busy 1 Job(s)
2771.3100000000004;Idle
2771.3100000000004;Busy 1 Job(s)
2802.8100000000004;Idle
2802.8100000000004;Busy 1 Job(s)
2821.4900000000002;Busy 1 Job(s)
2821.4900000000002;Busy 2 Job(s)
2832.0400000000004;Busy 1 Job(s)
2832.0400000000004;Busy 1 Job(s)
2832.0400000000004;Busy 1 Job(s)
2832.0400000000004;Busy 2 Job(s)
2846.65;Busy 2 Job(s)
2846.65;Busy 3 Job(s)
2863.5400000000004;Busy 2 Job(s)
2863.5400000000004;Busy 3 Job(s)
2885.6500000000005;Busy 2 Job(s)
2885.6500000000005;Busy 2 Job(s)
2905.8100000000004;Busy 1 Job(s)
