"Upload ID";"File ID";"is compressed";"first meas.";"second meas.";
51458502187;all;-1;42152286394;-1;
51458502187;p1.pdf;0;576624683;7822;
51458502187;j0.jpg;1;1977067;2515;
51458502187;j1.jpg;1;1563048;2794;
51458502187;j8.jpg;1;1542934;2794;
51458502187;p5.pdf;0;452064439;4190;
51458502187;j4.jpg;1;1080584;2514;
51458502187;p5.pdf;0;552121568;4191;
51458502187;j2.jpg;1;2306438;2515;
51458502187;j1.jpg;1;1630375;2793;
51458502187;j9.jpg;1;1509410;2514;
51458502187;p7.pdf;0;361154839;4191;
51458502187;j2.jpg;1;2296381;2514;
51458502187;p0.pdf;0;413958198;4470;
51458502187;j6.jpg;1;527721;2514;
51458502187;p2.pdf;0;416568027;4191;
51458502187;j4.jpg;1;1823695;2515;
51458502187;j7.jpg;1;1229486;2515;
51458502187;j3.jpg;1;1861410;2235;
51458502187;p2.pdf;0;419811736;4191;
51458502187;p5.pdf;0;360773786;3911;
51458502187;j1.jpg;1;1716420;2514;
51458502187;p1.pdf;0;375254676;4191;
51458502187;p2.pdf;0;417981056;4191;
51458502187;p6.pdf;0;427673629;4470;
51458502187;j8.jpg;1;1496839;2514;
51458502187;j1.jpg;1;1506057;2515;
51458502187;j5.jpg;1;1291225;2514;
51458502187;j3.jpg;1;1866159;2515;
51458502187;p1.pdf;0;372637863;4190;
51458502187;p9.pdf;0;373264759;18717;
51458502187;j9.jpg;1;1505778;2235;
51458502187;p7.pdf;0;403528381;4470;
51458502187;j1.jpg;1;1528406;2515;
51458502187;j5.jpg;1;1609981;2514;
51458502187;j3.jpg;1;1978464;3073;
51458502187;p5.pdf;0;418719698;4470;
51458502187;p2.pdf;0;425051508;4470;
51458502187;p1.pdf;0;472538549;4191;
51458502187;p0.pdf;0;455149467;4191;
51458502187;j8.jpg;1;1496559;2235;
51458502187;p6.pdf;0;427771966;4190;
51458502187;j2.jpg;1;2302806;2235;
51458502187;p9.pdf;0;349492742;4191;
51458502187;p8.pdf;0;362714256;4190;
51458502187;p8.pdf;0;406587150;4190;
51458502187;j0.jpg;1;1875378;2515;
51458502187;p2.pdf;0;423894377;4191;
51458502187;p1.pdf;0;362826839;4470;
51458502187;p0.pdf;0;367870777;4191;
51458502187;j8.jpg;1;1489574;2515;
51458502187;p4.pdf;0;398740901;4191;
51458502187;j4.jpg;1;1057956;2514;
51458502187;p4.pdf;0;383913598;4190;
51458502187;j8.jpg;1;1498514;2515;
51458502187;j0.jpg;1;1879289;2515;
51458502187;p9.pdf;0;398012317;4470;
51458502187;p8.pdf;0;383427503;4470;
51458502187;p5.pdf;0;403497372;4190;
51458502187;p4.pdf;0;381480607;4191;
51458502187;p7.pdf;0;425199851;4190;
51458502187;p4.pdf;0;382306410;4191;
51458502187;j7.jpg;1;1202108;2235;
51458502187;p3.pdf;0;401458845;4190;
51458502187;p8.pdf;0;390471694;4190;
51458502187;j3.jpg;1;1879848;2514;
51458502187;p9.pdf;0;400883632;4190;
51458502187;p0.pdf;0;412142046;4470;
51458502187;p3.pdf;0;406455569;4190;
51458502187;p0.pdf;0;385024075;4190;
51458502187;p9.pdf;0;400794794;4469;
51458502187;p6.pdf;0;387786436;5587;
51458502187;j1.jpg;1;1537346;2514;
51458502187;p8.pdf;0;408466439;4750;
51458502187;p6.pdf;0;387728888;4190;
51458502187;j8.jpg;1;1488458;2514;
51458502187;j6.jpg;1;498388;2235;
51458502187;j9.jpg;1;1489575;2235;
51458502187;p2.pdf;0;398252851;4470;
51458502187;p2.pdf;0;384203299;3912;
51458502187;p5.pdf;0;399378971;4470;
