Event Time;Time Span
20111.3;0.0
20182.66;0.0
20266.53;0.0
20365.32;0.0
20377.829999999998;0.0
20453.76;0.0
20563.859999999997;0.0
20608.989999999998;0.0
20652.299999999996;0.0
20795.019999999997;0.0
20838.329999999994;0.0
20883.459999999995;0.0
20949.629999999994;0.0
20994.759999999995;0.0
21104.859999999993;0.0
21177.419999999995;0.0
21287.519999999993;0.0
21360.079999999994;0.0
21398.819999999992;0.0
21471.379999999994;0.0
21559.819999999992;0.0
21581.479999999992;0.0
21742.479999999992;0.0
21767.50999999999;0.0
21897.709999999992;0.0
21950.16999999999;0.0
22061.46999999999;0.0
22080.36999999999;0.0
22247.49999999999;0.0
22263.02999999999;0.0
22402.72999999999;0.0
22445.68999999999;0.0
22588.759999999987;0.0
22600.91999999999;0.0
22774.789999999986;0.0
22783.57999999999;0.0
22957.449999999986;0.0
22966.23999999999;0.0
23068.749999999985;0.0
23077.53999999999;0.0
23180.049999999985;0.0
23224.649999999983;0.0
23263.56999999999;0.0
23352.009999999987;0.0
23407.309999999983;0.0
23463.309999999987;0.0
23574.609999999986;0.0
23593.339999999982;0.0
23760.639999999985;0.0
23775.99999999998;0.0
23887.29999999998;0.0
23943.299999999985;0.0
23970.779999999984;0.0
24042.52999999998;0.0
24156.809999999983;0.0
24228.55999999998;0.0
24339.469999999983;0.0
24411.21999999998;0.0
24427.90999999998;0.0
24539.20999999998;0.0
24566.44999999998;0.0
24677.749999999978;0.0
24721.86999999998;0.0
24863.779999999977;0.0
24904.52999999998;0.0
24912.59999999998;0.0
24952.219999999976;0.0
25095.25999999998;0.0
25134.879999999976;0.0
25139.85999999998;0.0
25223.319999999974;0.0
25251.159999999978;0.0
25409.349999999973;0.0
25433.819999999978;0.0
25545.119999999977;0.0
25595.379999999972;0.0
25656.419999999976;0.0
25767.719999999976;0.0
25781.40999999997;0.0
25950.379999999976;0.0
25964.06999999997;0.0
26136.409999999974;0.0
26150.09999999997;0.0
26247.709999999974;0.0
26332.75999999997;0.0
26430.369999999974;0.0
26518.789999999968;0.0
26541.669999999973;0.0
26704.819999999967;0.0
26727.69999999997;0.0
26890.849999999966;0.0
26913.72999999997;0.0
27002.149999999965;0.0
27099.75999999997;0.0
27184.809999999965;0.0
27211.05999999997;0.0
27370.839999999964;0.0
27393.71999999997;0.0
27482.139999999963;0.0
27576.37999999997;0.0
27664.799999999963;0.0
27731.609999999968;0.0
27776.099999999962;0.0
27914.269999999968;0.0
27962.12999999996;0.0
28096.929999999968;0.0
28148.15999999996;0.0
28236.59999999996;0.0
28282.959999999966;0.0
28391.829999999958;0.0
28468.989999999965;0.0
28547.059999999958;0.0
28651.649999999965;0.0
28729.719999999958;0.0
28834.309999999965;0.0
28841.019999999957;0.0
28996.249999999956;0.0
29016.969999999965;0.0
29178.909999999956;0.0
29199.629999999965;0.0
29361.569999999956;0.0
29385.659999999963;0.0
29544.229999999956;0.0
29568.319999999963;0.0
29679.619999999963;0.0
29730.259999999955;0.0
29768.05999999996;0.0
29879.35999999996;0.0
29912.919999999955;0.0
30034.58999999996;0.0
30095.579999999954;0.0
30220.61999999996;0.0
30278.239999999954;0.0
30389.539999999954;0.0
30406.649999999958;0.0
30572.199999999953;0.0
30589.309999999958;0.0
30660.639999999952;0.0
30775.339999999956;0.0
30783.409999999956;0.0
30850.26999999995;0.0
30966.069999999956;0.0
31032.92999999995;0.0
31077.369999999955;0.0
31077.529999999948;0.0
31260.029999999955;0.0
31260.189999999948;0.0
31371.329999999954;0.0
31446.219999999947;0.0
31553.989999999954;0.0
31628.879999999946;0.0
31740.019999999953;0.0
31811.539999999946;0.0
31922.679999999953;0.0
31966.769999999946;0.0
32105.339999999953;0.0
32149.429999999946;0.0
32216.639999999952;0.0
32327.93999999995;0.0
32332.089999999946;0.0
32439.23999999995;0.0
32514.749999999945;0.0
32527.67999999995;0.0
32626.049999999945;0.0
32713.70999999995;0.0
32812.07999999994;0.0
32825.00999999995;0.0
32923.37999999995;0.0
32936.309999999954;0.0
33034.67999999995;0.0
33122.33999999995;0.0
33189.90999999995;0.0
33277.569999999956;0.0
33372.569999999956;0.0
33460.22999999996;0.0
33483.86999999996;0.0
33639.09999999996;0.0
33642.88999999996;0.0
33798.119999999966;0.0
33821.759999999966;0.0
33849.23999999997;0.0
33984.149999999965;0.0
34035.26999999997;0.0
