"ICONST_0";"ICONST_1";"ICONST_2";"ILOAD";"ALOAD";"IALOAD";"ISTORE";"IASTORE";"LASTORE";"DUP";"IADD";"LSUB";"IINC";"I2L";"IF_ICMPLT";"GOTO";"ARETURN";"GETFIELD";"PUTFIELD";"INVOKEVIRTUAL";"INVOKESTATIC";"NEWARRAY";"java/lang/System.nanoTime()J";"java/util/Random.nextInt(I)I";"GRANDTOTAL";
2;6;2;15988;2007;1;5997;2000;2;2;1998;1;1998;1;1999;1;1;2004;3;1;2;2;2;1;34021;
