"ICONST_0";"ICONST_1";"ICONST_2";"BIPUSH";"ILOAD";"ALOAD";"IALOAD";"ISTORE";"IASTORE";"LASTORE";"DUP";"ISUB";"LSUB";"IMUL";"IDIV";"IINC";"I2L";"IF_ICMPLT";"GOTO";"ARETURN";"GETFIELD";"PUTFIELD";"INVOKEVIRTUAL";"INVOKESTATIC";"NEWARRAY";"java/lang/System.nanoTime()J";"java/util/Random.nextInt(I)I";"GRANDTOTAL";
2;1;1;2002;16004;4007;2001;2003;2000;2;2;2000;1;4000;2000;2000;1;2001;1;1;4004;3;1;2;2;2;1;44045;
