"ICONST_0";"ICONST_1";"ICONST_2";"ILOAD";"ALOAD";"IALOAD";"ISTORE";"IASTORE";"LASTORE";"DUP";"IADD";"ISUB";"LSUB";"IINC";"I2L";"IF_ICMPLT";"GOTO";"ARETURN";"GETFIELD";"PUTFIELD";"INVOKEVIRTUAL";"INVOKESTATIC";"NEWARRAY";"java/lang/System.nanoTime()J";"java/util/Random.nextInt(I)I";"GRANDTOTAL";
2;2002;2000;9994;6003;3997;1;2000;2;2;1998;3996;1;1998;1;1999;1;1;6000;3;1;2;2;2;1;42009;
