genf2w  # Results of search with w=5 r=3 test=0 testype=0 gentype=1   Test done: DELTA( 32 , 24 , 16 , 8 , 8 )
1
0
65 # number of generators defined
    5    3   29  378    3   13    1   26    0   14    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   30  877    3   27    1   20    0   25    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   30  360    3    8    2   24    0   27    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  143    3   22    2    9    0   12    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   29  575    3   25    2   22    0   23    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   27  482    3   16    2    9    0    8    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   23  143    3   18    2   31    0    4    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   23  118    3   29    1   10    0    9    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   27  301    3   25    2    8    0   14    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   18  378    3   18    1   17    0   27    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  821    3    6    2    7    0   27    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   18  854    3   31    2   29    1   14    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  708    3   21    2   15    1   22    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   29  816    3    7    1   26    0   17    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   29  105    3   19    2   14    1   24    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   30  877    3   27    1   18    0   31    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  640    3    7    2   23    1    4    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   23  360    3   15    2    7    0   29    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  378    3   15    2    2    0   16    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   29  301    3    4    2    7    0   16    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   23  184    3    0    2   30    1   24    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   27  236    3    2    2    3    0   31    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   27  867    3   29    2   22    1    7    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  457    3   22    1    1    0   28    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   30  821    3   14    2    5    0    7    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   23  180    3   19    1   13    0    2    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   29  184    3   29    1   21    0   28    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   20  873    3   27    1   31    0   17    0    0    0    0    0    0    0    0    0    0    0    0    0
    5    3   30  854    3    2    2    6    1   30    0    0    0    0    0    0    0    0    0    0    0    0    0
