"Upload ID";"File ID";"is compressed";"first meas.";"second meas.";
51445995640;all;-1;5383780620;-1;
51445995640;j6.jpg;1;26940855;6704;
51445995640;p7.pdf;0;171569013;2793;
51445995640;j9.jpg;1;4036826;3911;
51445995640;p8.pdf;0;170259348;3353;
51445995640;p3.pdf;0;107130934;2793;
51445995640;p6.pdf;0;144912831;3632;
51445995640;j8.jpg;1;2439696;2793;
51445995640;j2.jpg;1;3376966;3073;
51445995640;p3.pdf;0;118311964;2793;
51445995640;j4.jpg;1;1531200;2515;
51445995640;j0.jpg;1;2805105;2514;
51445995640;p1.pdf;0;104934287;2793;
51445995640;j2.jpg;1;3910832;3353;
51445995640;j3.jpg;1;2806502;2514;
51445995640;j6.jpg;1;794514;2515;
51445995640;j3.jpg;1;3648508;2794;
51445995640;p1.pdf;0;112060052;3911;
51445995640;p3.pdf;0;115057361;2514;
51445995640;p4.pdf;0;124606898;3353;
51445995640;p7.pdf;0;122840472;3632;
51445995640;p2.pdf;0;124327254;3632;
51445995640;j9.jpg;1;2234641;2235;
51445995640;j7.jpg;1;1765867;2514;
51445995640;j0.jpg;1;2779403;2514;
51445995640;j9.jpg;1;2224864;2514;
51445995640;p4.pdf;0;131005198;3352;
51445995640;p4.pdf;0;125162555;3353;
51445995640;p9.pdf;0;161033596;4190;
51445995640;j7.jpg;1;1786260;2794;
51445995640;j1.jpg;1;2233803;2515;
51445995640;j0.jpg;1;3825067;3073;
51445995640;p6.pdf;0;139825592;3352;
51445995640;j5.jpg;1;1306590;2515;
51445995640;p0.pdf;0;89994399;3352;
51445995640;j5.jpg;1;1292623;2234;
51445995640;p5.pdf;0;138506989;3353;
51445995640;p9.pdf;0;157178915;3353;
51445995640;p2.pdf;0;122409692;3632;
51445995640;p5.pdf;0;138620132;3353;
51445995640;p9.pdf;0;157506331;3632;
51445995640;j5.jpg;1;1292902;2235;
51445995640;p0.pdf;0;89494894;3073;
51445995640;p1.pdf;0;104529766;3353;
51445995640;p8.pdf;0;146189251;3631;
51445995640;j2.jpg;1;2279340;2515;
51445995640;p9.pdf;0;158496960;3632;
51445995640;p5.pdf;0;135495154;3632;
51445995640;p6.pdf;0;142094596;3352;
51445995640;p5.pdf;0;140056348;3631;
51445995640;p8.pdf;0;147223740;3911;
51445995640;p2.pdf;0;128309045;3631;
51445995640;j8.jpg;1;4026769;3352;
51445995640;p4.pdf;0;127000499;3352;
51445995640;p6.pdf;0;142950011;3073;
51445995640;j6.jpg;1;617397;2514;
51445995640;p0.pdf;0;90880544;3632;
51445995640;j1.jpg;1;1515835;2515;
51445995640;j4.jpg;1;1028622;2515;
51445995640;p7.pdf;0;120931292;3352;
51445995640;p2.pdf;0;127617616;3073;
51445995640;p3.pdf;0;110960192;3352;
51445995640;j1.jpg;1;1513321;2514;
51445995640;j9.jpg;1;1741003;2794;
51445995640;j7.jpg;1;1195962;2514;
51445995640;j3.jpg;1;1858616;2235;
51445995640;j0.jpg;1;2048584;2794;
51445995640;j8.jpg;1;1473651;2514;
51445995640;p7.pdf;0;121086618;3353;
51445995640;j3.jpg;1;1876495;2235;
51445995640;j6.jpg;1;509841;2514;
51445995640;p8.pdf;0;144682913;3353;
51445995640;j5.jpg;1;1367492;2515;
51445995640;j8.jpg;1;1471136;2235;
51445995640;j2.jpg;1;2274870;2514;
51445995640;j1.jpg;1;1499632;2515;
51445995640;j4.jpg;1;1022476;2235;
51445995640;p1.pdf;0;101706782;3352;
51445995640;p0.pdf;0;91416647;3352;
51445995640;j7.jpg;1;1187581;2514;
51445995640;j4.jpg;1;1027505;2514;
