File ID;Compressed;part;Min of all measurements;Avg of all measurements;Med of all measurements;Max of all measurements;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value
p4.pdf;0;second;3911;4386;4470;4750;8845124421;3911;8845124421;4191;8845124421;4749;8845124421;4470;8845124421;3911;8845124421;4190;8845124421;4470;8845124421;4470;8845124421;4749;8845124421;4750;;;;;;
p5.pdf;0;first;244351167;401553921;246270685;1120637679;8845124421;371827425;8845124421;248013365;8845124421;247468044;8845124421;1120637679;8845124421;245366660;8845124421;245634012;8845124421;244351167;8845124421;246270685;8845124421;244555383;8845124421;244363180;8845124421;1115714986;8845124421;244444475;;
p5.pdf;0;second;3352;4260;4469;4749;8845124421;3911;8845124421;3352;8845124421;4191;8845124421;4470;8845124421;4470;8845124421;4469;8845124421;4749;8845124421;4470;8845124421;4191;8845124421;4191;8845124421;4469;8845124421;4191;;
p6.pdf;0;first;254365290;259183583;255837544;276886588;8845124421;258442343;8845124421;254728185;8845124421;255137734;8845124421;254365290;8845124421;255384692;8845124421;255842293;8845124421;276886588;8845124421;255390560;8845124421;269820605;8845124421;255837544;;;;;;
p6.pdf;0;second;3911;4469;4470;5028;8845124421;4470;8845124421;4749;8845124421;4190;8845124421;4470;8845124421;3911;8845124421;4470;8845124421;5028;8845124421;4469;8845124421;4470;8845124421;4470;;;;;;
p7.pdf;0;first;220170999;318444321;220960206;1073105381;8845124421;222969679;8845124421;237204169;8845124421;220170999;8845124421;230233172;8845124421;220559316;8845124421;1073105381;8845124421;220960206;8845124421;220216257;8845124421;220579710;;;;;;;;
p7.pdf;0;second;3911;4532;4470;5029;8845124421;3911;8845124421;4470;8845124421;4470;8845124421;4191;8845124421;5029;8845124421;4749;8845124421;4470;8845124421;4749;8845124421;4749;;;;;;;;
p8.pdf;0;first;269433685;631648482;270748378;1149089060;8845124421;1129712016;8845124421;270748378;8845124421;270228758;8845124421;270606180;8845124421;1146538178;8845124421;270386600;8845124421;1116921564;8845124421;270013926;8845124421;270558129;8845124421;269433685;8845124421;1145545314;8845124421;1149089060;;
p8.pdf;0;second;4190;4446;4470;4750;8845124421;4470;8845124421;4190;8845124421;4470;8845124421;4470;8845124421;4470;8845124421;4469;8845124421;4191;8845124421;4750;8845124421;4750;8845124421;4469;8845124421;4470;8845124421;4191;;
p9.pdf;0;first;285599706;436989291;288555110;1165996796;8845124421;288555110;8845124421;294202475;8845124421;287549675;8845124421;304912216;8845124421;287834906;8845124421;1161637023;8845124421;1165996796;8845124421;288341955;8845124421;288074602;8845124421;304843492;8845124421;285599706;8845124421;286323541;;
p9.pdf;0;second;4190;4469;4470;4749;8845124421;4190;8845124421;4470;8845124421;4749;8845124421;4470;8845124421;4470;8845124421;4470;8845124421;4470;8845124421;4469;8845124421;4470;8845124421;4470;8845124421;4470;8845124421;4470;;
