520;0,002409639
530;0,004819277
540;0,028915663
550;0,045783133
560;0,019277108
570;0,007228916
580;0,002409639
590;0,004819277
600;0,009638554
610;0,026506024
620;0,038554217
630;0,01686747
640;0,01686747
650;0
660;0,014457831
670;0,01686747
680;0,031325301
690;0,053012048
700;0,045783133
710;0,021686747
720;0,007228916
730;0,036144578
740;0,053012048
750;0,089156627
760;0,069879518
770;0,079518072
780;0,053012048
790;0,014457831
800;0,014457831
810;0,014457831
820;0,048192771
830;0,036144578
840;0,036144578
850;0,021686747
860;0,009638554
870;0,007228916
880;0,002409639
