"Filename";"Filesize";"Compressed";"ICONST_M1";"ICONST_0";"ICONST_1";"ICONST_2";"BIPUSH";"SIPUSH";"LDC";"ILOAD";"ALOAD";"AALOAD";"BALOAD";"ISTORE";"ASTORE";"AASTORE";"BASTORE";"CASTORE";"DUP";"IADD";"ISUB";"IMUL";"IINC";"I2B";"I2C";"IFEQ";"IF_ICMPEQ";"IF_ICMPNE";"IF_ICMPLT";"IF_ICMPGE";"IF_ICMPLE";"GOTO";"ARETURN";"GETSTATIC";"INVOKESTATIC";"NEWARRAY";"ANEWARRAY";"ARRAYLENGTH";"IFNONNULL";"de/uka/ipd/sdq/palladiofileshare/algorithms/SimpleLZW.convertCharArrayToByteArray_MK([CZ)[B";"java/io/PrintStream.println(Ljava/lang/String;)V";"java/lang/Math.ceil(D)D";"java/lang/Math.log(D)D";"java/lang/StringBuilder.<init>(Ljava/lang/String;)V";"java/lang/StringBuilder.append(D)Ljava/lang/StringBuilder;";"java/lang/StringBuilder.append(I)Ljava/lang/StringBuilder;";"java/lang/StringBuilder.append(Ljava/lang/String;)Ljava/lang/StringBuilder;";"java/lang/StringBuilder.toString()Ljava/lang/String;";"java/lang/System.arraycopy(Ljava/lang/Object;ILjava/lang/Object;II)V";"GRANDTOTAL";
"t0.pdf";8703;0;51;509;691;1;1;274;1;26304;12860;6031;253;810;6085;271;326;16;271;297;24;1;6719;256;16;76;115;6055;6557;16;16;134;1;1;2;299;1;6183;23;1;0;0;0;0;0;0;0;0;1;81549;
