"File ID";"Compressed";"part";"Min of all measurements";"Avg of all measurements";"Med of all measurements";"Max of all measurements";"Upload ID";"value";"Upload ID";"value";
"j0.jpg";1;first;76287908;76287908;76287908;76287908;8766123781;76287908;
"j0.jpg";1;second;1177245;1177245;1177245;1177245;8766123781;1177245;
"j1.jpg";1;first;60100096;61346623;62593151;62593151;8766123781;62593151;8766123781;60100096;
"j1.jpg";1;second;119569;581080;1042591;1042591;8766123781;1042591;8766123781;119569;
"j2.jpg";1;first;90576595;90697420;90818246;90818246;8766123781;90818246;8766123781;90576595;
"j2.jpg";1;second;118731;562781;1006832;1006832;8766123781;1006832;8766123781;118731;
"j3.jpg";
"j4.jpg";1;first;40934532;40934532;40934532;40934532;8766123781;40934532;
"j4.jpg";1;second;834743;834743;834743;834743;8766123781;834743;
"j5.jpg";
"j6.jpg";
"j7.jpg";
"j8.jpg";1;first;59425709;59425709;59425709;59425709;8766123781;59425709;
"j8.jpg";1;second;931403;931403;931403;931403;8766123781;931403;
"j9.jpg";1;first;60087525;60087525;60087525;60087525;8766123781;60087525;
"j9.jpg";1;second;925816;925816;925816;925816;8766123781;925816;
"p0.pdf";
"p1.pdf";
"p2.pdf";
"p3.pdf";
"p4.pdf";
"p5.pdf";0;first;2795097422;2795169917;2795242412;2795242412;8766123781;2795242412;8766123781;2795097422;
"p5.pdf";0;second;130463;587504;1044546;1044546;8766123781;1044546;8766123781;130463;
"p6.pdf";
"p7.pdf";0;first;2453557645;2453557645;2453557645;2453557645;8766123781;2453557645;
"p7.pdf";0;second;1010184;1010184;1010184;1010184;8766123781;1010184;
"p8.pdf";
"p9.pdf";
