what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.2.0.v20090617-0100-e3x,"org.eclipse.mylyn.team.ui",1251218390524
started,bundle,org.eclipse.pde,3.4.100.v200906111540,"org.eclipse.pde",1251218390524
started,bundle,org.eclipse.pde.core,3.5.0.v20090602,"org.eclipse.pde.core",1251218390525
started,bundle,org.eclipse.team.core,3.5.0.I20090527-0620,"org.eclipse.team.core",1251218390534
started,bundle,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui",1251218390538
started,bundle,org.eclipse.ui.editors,3.5.0.v20090527-2000,"org.eclipse.ui.editors",1251218390540
started,bundle,org.eclipse.ui.forms,3.4.0.v20090526,"org.eclipse.ui.forms",1251218390544
started,bundle,org.eclipse.ui.ide,3.5.0.I20090525-2000,"org.eclipse.ui.ide",1251218390547
started,bundle,org.eclipse.ui.navigator,3.4.0.I20090525-2000,"org.eclipse.ui.navigator",1251218390550
started,bundle,org.eclipse.ui.navigator.resources,3.4.0.I20090525-2000,"org.eclipse.ui.navigator.resources",1251218390551
started,bundle,org.eclipse.ui.net,1.2.0.I20090430-0408,"org.eclipse.ui.net",1251218390552
started,bundle,org.eclipse.ui.views,3.4.0.I20090525-2000,"org.eclipse.ui.views",1251218390553
started,bundle,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"org.eclipse.ui.workbench",1251218390555
started,bundle,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.workbench.texteditor",1251218390557
started,bundle,org.eclipse.update.configurator,3.3.0.v20090312,"org.eclipse.update.configurator",1251218390558
started,bundle,org.eclipse.update.core,3.2.300.v20090525,"org.eclipse.update.core",1251218390560
started,bundle,org.eclipse.update.scheduler,3.2.200.v20081127,"org.eclipse.update.scheduler",1251218390561
os,sysinfo,,,"win32",1251218390686
arch,sysinfo,,,"x86",1251218390686
ws,sysinfo,,,"win32",1251218390686
locale,sysinfo,,,"de_DE",1251218390686
processors,sysinfo,,,"1",1251218390686
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1251218390686
java.runtime.version,sysinfo,,,"1.6.0_15-b03",1251218390686
java.specification.name,sysinfo,,,"Java Platform API Specification",1251218390686
