"uri","filetype","filesize","roundtriptime","dateTime"
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:41:56 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:41:56 "
"/img/leer.gif                 ",".gif ","807            ","0,31      ","09.08.2004 11:41:56 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,93      ","09.08.2004 11:41:56 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:41:56 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,16      ","09.08.2004 11:41:56 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:41:56 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:41:56 "
"/img/leer.gif                 ",".gif ","807            ","0,79      ","09.08.2004 11:41:56 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:41:56 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:41:56 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,62      ","09.08.2004 11:41:56 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,32      ","09.08.2004 11:41:56 "
"/img/leer.gif                 ",".gif ","807            ","0,141     ","09.08.2004 11:41:56 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,62      ","09.08.2004 11:41:56 "
"/img/leer.gif                 ",".gif ","807            ","0,62      ","09.08.2004 11:41:56 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:41:56 "
"/img/titel.gif                ",".gif ","1273           ","0,46      ","09.08.2004 11:41:56 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:41:56 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,141     ","09.08.2004 11:41:56 "
"/img/logo.gif                 ",".gif ","1454           ","0,47      ","09.08.2004 11:41:58 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,47      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:41:58 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,31      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,78      ","09.08.2004 11:41:58 "
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:41:58 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,31      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,93      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:41:58 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,16      ","09.08.2004 11:41:58 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,79      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:41:58 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,62      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,32      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,141     ","09.08.2004 11:41:58 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,62      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,62      ","09.08.2004 11:41:58 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:41:58 "
"/img/titel.gif                ",".gif ","1273           ","0,46      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,141     ","09.08.2004 11:41:58 "
"/img/titel.gif                ",".gif ","1273           ","0,32      ","09.08.2004 11:41:58 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,16      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,78      ","09.08.2004 11:41:58 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:41:58 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:41:58 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,156     ","09.08.2004 11:41:58 "
"/img/logo.gif                 ",".gif ","1454           ","0,47      ","09.08.2004 11:42:00 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:42:00 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,47      ","09.08.2004 11:42:00 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:42:00 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,31      ","09.08.2004 11:42:00 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,78      ","09.08.2004 11:42:00 "
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:42:00 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:42:00 "
"/img/leer.gif                 ",".gif ","807            ","0,31      ","09.08.2004 11:42:00 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,93      ","09.08.2004 11:42:00 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:42:00 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,16      ","09.08.2004 11:42:00 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:42:00 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:42:00 "
"/img/leer.gif                 ",".gif ","807            ","0,79      ","09.08.2004 11:42:00 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:42:00 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:42:00 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,62      ","09.08.2004 11:42:00 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,32      ","09.08.2004 11:42:00 "
"/img/leer.gif                 ",".gif ","807            ","0,141     ","09.08.2004 11:42:00 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,62      ","09.08.2004 11:42:00 "
"/img/leer.gif                 ",".gif ","807            ","0,62      ","09.08.2004 11:42:00 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:42:01 "
"/img/titel.gif                ",".gif ","1273           ","0,46      ","09.08.2004 11:42:01 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,31      ","09.08.2004 11:42:01 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:42:01 "
"/img/leer.gif                 ",".gif ","807            ","0,62      ","09.08.2004 11:42:01 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,141     ","09.08.2004 11:42:01 "
"/img/titel.gif                ",".gif ","1273           ","0,32      ","09.08.2004 11:42:01 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:42:01 "
"/img/leer.gif                 ",".gif ","807            ","0,16      ","09.08.2004 11:42:01 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,78      ","09.08.2004 11:42:01 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:42:01 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:42:01 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:42:01 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:42:01 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:42:01 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,156     ","09.08.2004 11:42:01 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:42:01 "
"/img/titel.gif                ",".gif ","1273           ","0,31      ","09.08.2004 11:42:01 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,15      ","09.08.2004 11:42:01 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,15      ","09.08.2004 11:42:01 "
"/img/leer.gif                 ",".gif ","421            ","0,94      ","09.08.2004 11:42:01 "
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:42:01 "
"/img/titel.gif                ",".gif ","1273           ","0,62      ","09.08.2004 11:42:01 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,62      ","09.08.2004 11:42:01 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:42:01 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,94      ","09.08.2004 11:42:01 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,187     ","09.08.2004 11:42:01 "
"/img/logo.gif                 ",".gif ","1454           ","0,47      ","09.08.2004 11:45:34 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,47      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:45:34 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,31      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,78      ","09.08.2004 11:45:34 "
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:45:34 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,31      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,93      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:45:34 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,16      ","09.08.2004 11:45:34 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,79      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:45:34 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,62      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,32      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,141     ","09.08.2004 11:45:34 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,62      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,62      ","09.08.2004 11:45:34 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:45:34 "
"/img/titel.gif                ",".gif ","1273           ","0,46      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,141     ","09.08.2004 11:45:34 "
"/img/titel.gif                ",".gif ","1273           ","0,32      ","09.08.2004 11:45:34 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:45:34 "
"/img/leer.gif                 ",".gif ","807            ","0,16      ","09.08.2004 11:45:34 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,78      ","09.08.2004 11:45:34 "
"/img/logo.gif                 ",".gif ","1454           ","0,93      ","09.08.2004 11:45:35 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:45:35 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:45:35 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:45:35 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:45:35 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,156     ","09.08.2004 11:45:35 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:45:35 "
"/img/titel.gif                ",".gif ","1273           ","0,31      ","09.08.2004 11:45:35 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,15      ","09.08.2004 11:45:35 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:45:35 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,15      ","09.08.2004 11:45:35 "
"/img/leer.gif                 ",".gif ","421            ","0,94      ","09.08.2004 11:45:35 "
"/img/logo.gif                 ",".gif ","1454           ","0,94      ","09.08.2004 11:45:35 "
"/img/titel.gif                ",".gif ","1273           ","0,62      ","09.08.2004 11:45:35 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,62      ","09.08.2004 11:45:35 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:45:35 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,94      ","09.08.2004 11:45:35 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,187     ","09.08.2004 11:45:35 "
"/index.htm                    ",".htm ","12085          ","0,15      ","09.08.2004 11:45:35 "
"/dynamic.htm                  ",".htm ","13626          ","0,171     ","09.08.2004 11:45:35 "
"/userStatictics.htm           ",".htm ","15200          ","52,797    ","09.08.2004 11:45:35 "
"/bibtex.htm                   ",".htm ","12415          ","0,16      ","09.08.2004 11:45:35 "
"/suche.htm                    ",".htm ","13248          ","0,188     ","09.08.2004 11:45:35 "
"/img/logo.gif                 ",".gif ","1454           ","0,78      ","09.08.2004 11:45:35 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,62      ","09.08.2004 11:45:35 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,16      ","09.08.2004 11:45:35 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:46:54 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:46:54 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:46:54 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:46:54 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:46:56 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:46:56 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:46:56 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:46:56 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:46:56 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:46:56 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:46:56 "
"/img/leer.gif                 ",".gif ","807            ","0,46      ","09.08.2004 11:46:56 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:46:57 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:46:57 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:46:57 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:46:57 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:46:57 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:46:57 "
"/img/leer.gif                 ",".gif ","807            ","0,46      ","09.08.2004 11:46:57 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:46:57 "
"/userStatictics.htm           ",".htm ","15200          ","0,47      ","09.08.2004 11:46:57 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:46:57 "
"/img/a14-ecke.gif             ",".gif ","3883           ","1,765     ","09.08.2004 11:46:57 "
"/img/bilder.jpg               ",".jpg ","2815           ","1,812     ","09.08.2004 11:46:57 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,16      ","09.08.2004 11:46:57 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:46:57 "
"/userStatictics.htm           ",".htm ","15200          ","0,125     ","09.08.2004 11:46:57 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:46:57 "
"/img/titel.gif                ",".gif ","3883           ","0,63      ","09.08.2004 11:46:57 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:46:57 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:46:57 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:46:57 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:46:57 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:47:11 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:47:11 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:47:11 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:47:11 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:47:11 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:47:11 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:47:11 "
"/img/leer.gif                 ",".gif ","807            ","0,46      ","09.08.2004 11:47:11 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:47:11 "
"/userStatictics.htm           ",".htm ","15200          ","0,47      ","09.08.2004 11:47:11 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:47:11 "
"/img/a14-ecke.gif             ",".gif ","3883           ","1,765     ","09.08.2004 11:47:11 "
"/img/bilder.jpg               ",".jpg ","2815           ","1,812     ","09.08.2004 11:47:11 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,16      ","09.08.2004 11:47:11 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:47:11 "
"/userStatictics.htm           ",".htm ","15200          ","0,125     ","09.08.2004 11:47:11 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:47:11 "
"/img/titel.gif                ",".gif ","3883           ","0,63      ","09.08.2004 11:47:11 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:47:11 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:47:11 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:47:11 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:47:11 "
"/userStatictics.htm           ",".htm ","15200          ","0,94      ","09.08.2004 11:47:11 "
"/img/logo.gif                 ",".gif ","1454           ","0,109     ","09.08.2004 11:47:11 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:47:11 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,63      ","09.08.2004 11:47:11 "
"/img/leer.gif                 ",".gif ","807            ","0,15      ","09.08.2004 11:47:11 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,63      ","09.08.2004 11:47:11 "
"/dynamic.htm                  ",".htm ","13626          ","0,32      ","09.08.2004 11:47:11 "
"/greeting.htm                 ",".htm ","12368          ","0,16      ","09.08.2004 11:47:11 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:47:22 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:47:22 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:47:22 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:47:22 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:47:22 "
"/img/leer.gif                 ",".gif ","807            ","0,46      ","09.08.2004 11:47:22 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:47:22 "
"/userStatictics.htm           ",".htm ","15200          ","0,47      ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","1,765     ","09.08.2004 11:47:22 "
"/img/bilder.jpg               ",".jpg ","2815           ","1,812     ","09.08.2004 11:47:22 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,16      ","09.08.2004 11:47:22 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:47:22 "
"/userStatictics.htm           ",".htm ","15200          ","0,125     ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:47:22 "
"/img/titel.gif                ",".gif ","3883           ","0,63      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:47:22 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:47:22 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:47:22 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:47:22 "
"/userStatictics.htm           ",".htm ","15200          ","0,94      ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,109     ","09.08.2004 11:47:22 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,63      ","09.08.2004 11:47:22 "
"/img/leer.gif                 ",".gif ","807            ","0,15      ","09.08.2004 11:47:22 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,63      ","09.08.2004 11:47:22 "
"/dynamic.htm                  ",".htm ","13626          ","0,32      ","09.08.2004 11:47:22 "
"/greeting.htm                 ",".htm ","12368          ","0,16      ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,79      ","09.08.2004 11:47:22 "
"/img/titel.gif                ",".gif ","1273           ","0,63      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,46      ","09.08.2004 11:47:22 "
"/img/logo.gif                 ",".gif ","1454           ","0,78      ","09.08.2004 11:47:22 "
"/img/bilder.jpg               ",".jpg ","3883           ","0,63      ","09.08.2004 11:47:22 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,109     ","09.08.2004 11:47:22 "
"/img/leer.gif                 ",".gif ","807            ","0,78      ","09.08.2004 11:47:22 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,157     ","09.08.2004 11:47:22 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:47:54 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:47:54 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:47:54 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:47:55 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:47:54 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:47:55 "
"/userStatictics.htm           ",".htm ","15200          ","0,62      ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,110     ","09.08.2004 11:47:55 "
"/img/titel.gif                ",".gif ","1273           ","0,47      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,47      ","09.08.2004 11:47:55 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,63      ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,46      ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,125     ","09.08.2004 11:47:55 "
"/userStatictics.htm           ",".htm ","15200          ","0,47      ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,62      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","1,765     ","09.08.2004 11:47:55 "
"/img/bilder.jpg               ",".jpg ","2815           ","1,812     ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,16      ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,94      ","09.08.2004 11:47:55 "
"/userStatictics.htm           ",".htm ","15200          ","0,125     ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,31      ","09.08.2004 11:47:55 "
"/img/titel.gif                ",".gif ","3883           ","0,63      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,32      ","09.08.2004 11:47:55 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,31      ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,47      ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,109     ","09.08.2004 11:47:55 "
"/userStatictics.htm           ",".htm ","15200          ","0,94      ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,109     ","09.08.2004 11:47:55 "
"/img/titel.gif                ",".gif ","1273           ","0,78      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,63      ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,15      ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,63      ","09.08.2004 11:47:55 "
"/dynamic.htm                  ",".htm ","13626          ","0,32      ","09.08.2004 11:47:55 "
"/greeting.htm                 ",".htm ","12368          ","0,16      ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,79      ","09.08.2004 11:47:55 "
"/img/titel.gif                ",".gif ","1273           ","0,63      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,46      ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,78      ","09.08.2004 11:47:55 "
"/img/bilder.jpg               ",".jpg ","3883           ","0,63      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,109     ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,78      ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,157     ","09.08.2004 11:47:55 "
"/img/logo.gif                 ",".gif ","1454           ","0,63      ","09.08.2004 11:47:55 "
"/img/bilder.jpg               ",".jpg ","2815           ","0,47      ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,32      ","09.08.2004 11:47:55 "
"/img/a14-ecke.gif             ",".gif ","3883           ","0,31      ","09.08.2004 11:47:55 "
"/img/titel.gif                ",".gif ","2815           ","0,109     ","09.08.2004 11:47:55 "
"/img/leer.gif                 ",".gif ","807            ","0,422     ","09.08.2004 11:47:55 "
"/img/kopfbogen2a.gif          ",".gif ","421            ","0,453     ","09.08.2004 11:47:55 "
"/dynamic.htm                  ",".htm ","13626          ","0,110     ","09.08.2004 11:48:04 "
"/userStatictics.htm           ",".htm ","15200          ","0,391     ","09.08.2004 11:48:04 "
