File ID;Compressed;part;Min of all measurements;Avg of all measurements;Med of all measurements;Max of all measurements;Upload ID;value;Upload ID;value;Upload ID;value;Upload ID;value
j0.jpg;1;first;78,527,299;78,527,299;78,527,299;78,527,299;8842900328;78527299;;;;;;
j0.jpg;1;second;9,219;9,219;9,219;9,219;8842900328;9219;;;;;;
j1.jpg;1;first;3,827,581;7,584,483;3,977,600;18,641,475;8842900328;18641475;8842900328;3827581;8842900328;3891277;8842900328;3977600
j1.jpg;1;second;3,073;3,352;3,632;3,632;8842900328;3632;8842900328;3073;8842900328;3073;8842900328;3632
j2.jpg;1;first;5,806,045;5,854,794;5,903,544;5,903,544;8842900328;5806045;8842900328;5903544;;;;
j2.jpg;1;second;2,794;2,933;3,073;3,073;8842900328;2794;8842900328;3073;;;;
j3.jpg;1;first;4,825,753;4,863,327;4,900,902;4,900,902;8842900328;4900902;8842900328;4825753;;;;
j3.jpg;1;second;3,073;3,911;4,750;4,750;8842900328;4750;8842900328;3073;;;;
j4.jpg;1;first;2,665,143;2,668,355;2,671,568;2,671,568;8842900328;2665143;8842900328;2671568;;;;
j4.jpg;1;second;3,073;3,073;3,073;3,073;8842900328;3073;8842900328;3073;;;;
j5.jpg;1;first;3,330,591;3,330,591;3,330,591;3,330,591;8842900328;3330591;;;;;;
j5.jpg;1;second;3,073;3,073;3,073;3,073;8842900328;3073;;;;;;
j6.jpg;1;first;1,292,622;1,292,622;1,292,622;1,292,622;8842900328;1292622;;;;;;
j6.jpg;1;second;3,073;3,073;3,073;3,073;8842900328;3073;;;;;;
j7.jpg;1;first;4,729,372;4,729,372;4,729,372;4,729,372;8842900328;4729372;;;;;;
j7.jpg;1;second;3,073;3,073;3,073;3,073;8842900328;3073;;;;;;
j8.jpg;1;first;3,825,626;4,184,330;4,543,035;4,543,035;8842900328;4543035;8842900328;3825626;;;;
j8.jpg;1;second;2,793;3,073;3,353;3,353;8842900328;3353;8842900328;2793;;;;
j9.jpg;1;first;3,809,702;3,849,372;3,889,042;3,889,042;8842900328;3809702;8842900328;3889042;;;;
j9.jpg;1;second;2,793;2,793;2,794;2,794;8842900328;2793;8842900328;2794;;;;
p0.pdf;0;first;178,141,915;178,141,915;178,141,915;178,141,915;8842900328;178141915;;;;;;
p0.pdf;0;second;3,353;3,353;3,353;3,353;8842900328;3353;;;;;;
p1.pdf;0;first;184,385,725;184,659,922;184,934,119;184,934,119;8842900328;184934119;8842900328;184385725;;;;
p1.pdf;0;second;3,912;4,190;4,469;4,469;8842900328;4469;8842900328;3912;;;;
p2.pdf;0;first;238,439,522;554,334,419;238,722,239;1,185,841,496;8842900328;238439522;8842900328;238722239;8842900328;1185841496;;
p2.pdf;0;second;3,911;4,004;3,912;4,191;8842900328;3911;8842900328;4191;8842900328;3912;;
p3.pdf;;;;;;;;;;;;;;
p4.pdf;;;;;;;;;;;;;;
p5.pdf;0;first;246,498,089;342,440,450;368,928,453;411,894,808;8842900328;411894808;8842900328;368928453;8842900328;246498089;;
p5.pdf;0;second;3,911;4,190;4,190;4,470;8842900328;4190;8842900328;3911;8842900328;4470;;
p6.pdf;0;first;258,844,350;258,844,350;258,844,350;258,844,350;8842900328;258844350;;;;;;
p6.pdf;0;second;4,191;4,191;4,191;4,191;8842900328;4191;;;;;;
p7.pdf;0;first;222,127,393;222,458,022;222,788,651;222,788,651;8842900328;222127393;8842900328;222788651;;;;
p7.pdf;0;second;3,911;4,190;4,470;4,470;8842900328;3911;8842900328;4470;;;;
p8.pdf;;;;;;;;;;;;;;
p9.pdf;0;first;289,382,868;289,382,868;289,382,868;289,382,868;8842900328;289382868;;;;;;
p9.pdf;0;second;3,912;3,912;3,912;3,912;8842900328;3912;;;;;;
