"Upload ID";"File ID";"is compressed";"first meas.";"second meas.";
8845124421;all;-1;41645078076;-1;
8845124421;p1.pdf;0;374109000;8660;
8845124421;j0.jpg;1;20466009;4749;
8845124421;j1.jpg;1;3952737;3073;
8845124421;j8.jpg;1;3806629;3073;
8845124421;p5.pdf;0;371827425;3911;
8845124421;j4.jpg;1;2624914;3073;
8845124421;p5.pdf;0;248013365;3352;
8845124421;j2.jpg;1;5808280;3073;
8845124421;j1.jpg;1;3830934;2793;
8845124421;j9.jpg;1;3816127;2794;
8845124421;p7.pdf;0;222969679;3911;
8845124421;j2.jpg;1;5900750;2794;
8845124421;p0.pdf;0;1141679180;3352;
8845124421;j6.jpg;1;1447111;3073;
8845124421;p2.pdf;0;239214481;3632;
8845124421;j4.jpg;1;4303899;2793;
8845124421;j7.jpg;1;3094248;3353;
8845124421;j3.jpg;1;4954541;3352;
8845124421;p2.pdf;0;238702405;4469;
8845124421;p5.pdf;0;247468044;4191;
8845124421;j1.jpg;1;3896025;2794;
8845124421;p1.pdf;0;185016811;4190;
8845124421;p2.pdf;0;1086136366;4191;
8845124421;p6.pdf;0;258442343;4470;
8845124421;j8.jpg;1;3839594;3073;
8845124421;j1.jpg;1;3890159;2794;
8845124421;j5.jpg;1;3463848;3353;
8845124421;j3.jpg;1;4828826;2793;
8845124421;p1.pdf;0;185822780;4190;
8845124421;p9.pdf;0;288555110;4190;
8845124421;j9.jpg;1;8194617;4749;
8845124421;p7.pdf;0;237204169;4470;
8845124421;j1.jpg;1;2611505;3073;
8845124421;j5.jpg;1;2232127;3073;
8845124421;j3.jpg;1;3890438;3353;
8845124421;p5.pdf;0;1120637679;4470;
8845124421;p2.pdf;0;236807471;4191;
8845124421;p1.pdf;0;182612594;4191;
8845124421;p0.pdf;0;163768300;4191;
8845124421;j8.jpg;1;2568483;3073;
8845124421;p6.pdf;0;254728185;4749;
8845124421;j2.jpg;1;3949943;3073;
8845124421;p9.pdf;0;294202475;4470;
8845124421;p8.pdf;0;1129712016;4470;
8845124421;p8.pdf;0;270748378;4190;
8845124421;j0.jpg;1;3247061;3073;
8845124421;p2.pdf;0;235823547;4470;
8845124421;p1.pdf;0;183193115;4470;
8845124421;p0.pdf;0;162900033;5029;
8845124421;j8.jpg;1;2565130;2794;
8845124421;p4.pdf;0;1098454972;3911;
8845124421;j4.jpg;1;1803860;3073;
8845124421;p4.pdf;0;217449424;4191;
8845124421;j8.jpg;1;2570159;3073;
8845124421;j0.jpg;1;3245664;3073;
