"Upload ID";"File ID";"is compressed";"first meas.";"second meas.";
8767151281;all;-1;4388273370;-1;
8767151281;j0.jpg;1;56250166;1125004;
8767151281;j1.jpg;1;18849602;731657;
8767151281;j8.jpg;1;4896711;716572;
8767151281;p5.pdf;0;415102478;927492;
8767151281;j4.jpg;1;2678832;603708;
8767151281;p5.pdf;0;367521571;28495;
8767151281;j2.jpg;1;5816941;825244;
8767151281;j1.jpg;1;3882057;20953;
8767151281;j9.jpg;1;3812216;650362;
8767151281;p7.pdf;0;222943978;810717;
8767151281;j2.jpg;1;6056077;22349;
8767151281;p0.pdf;0;178058944;785574;
8767151281;j6.jpg;1;1305752;520457;
8767151281;p2.pdf;0;238761071;1023873;
8767151281;j4.jpg;1;2693359;23187;
8767151281;j7.jpg;1;4719874;1192609;
8767151281;j3.jpg;1;4858159;809041;
8767151281;p2.pdf;0;237779103;27378;
8767151281;p5.pdf;0;248678253;26261;
8767151281;j1.jpg;1;3893791;17879;
8767151281;p1.pdf;0;186363909;841169;
8767151281;p2.pdf;0;1183002030;25981;
8767151281;p6.pdf;0;258715842;830832;
8767151281;j8.jpg;1;3839873;20673;
8767151281;j1.jpg;1;4102756;18438;
8767151281;j5.jpg;1;3325842;603708;
8767151281;j3.jpg;1;4834134;19556;
8767151281;p1.pdf;0;184578766;26540;
8767151281;p9.pdf;0;289879859;836699;
8767151281;j9.jpg;1;3894349;21511;
8767151281;p7.pdf;0;222907940;26539;
