Event Time;Time Span
20186.03;0.0
20186.03;0.0
20397.129999999997;0.0
20616.249999999996;0.0
20969.069999999996;0.0
21010.879999999994;0.0
21173.739999999994;0.0
21456.659999999993;0.0
21698.59999999999;0.0
21853.12999999999;0.0
22277.65999999999;0.0
22488.349999999988;0.0
23148.399999999987;0.0
23213.669999999984;0.0
23682.509999999987;0.0
23948.339999999986;0.0
24024.649999999983;0.0
24217.469999999983;0.0
24277.169999999984;0.0
24453.63999999998;0.0
25069.29999999998;0.0
25497.23999999998;0.0
25634.68999999998;0.0
25683.26999999998;0.0
25839.35999999998;0.0
26058.299999999977;0.0
26157.069999999978;0.0
26244.329999999976;0.0
26584.719999999976;0.0
26644.519999999975;0.0
26986.889999999974;0.0
27044.709999999974;0.0
27554.40999999997;0.0
28049.95999999997;0.0
28382.07999999997;0.0
28568.109999999968;0.0
29212.479999999967;0.0
29398.509999999966;0.0
29771.269999999964;0.0
29984.39999999997;0.0
30426.789999999968;0.0
30879.41999999997;0.0
31333.659999999967;0.0
31367.99999999996;0.0
31760.91999999996;0.0
32078.409999999956;0.0
32264.439999999955;0.0
32394.349999999966;0.0
32562.099999999966;0.0
32769.499999999956;0.0
33072.909999999974;0.0
33520.209999999985;0.0
33751.46999999999;0.0
34246.149999999994;0.0
35057.270000000004;0.0
35773.53000000001;0.0
36672.960000000036;0.0
36774.59000000007;0.0
36973.84000000007;0.0
36995.36000000004;0.0
37206.460000000036;0.0
38217.36000000006;0.0
38371.89000000006;0.0
38454.2800000001;0.0
38847.410000000105;0.0
39064.99000000011;0.0
39255.65000000007;0.0
40233.19000000014;0.0
40369.90000000009;0.0
40571.96000000009;0.0
41233.65000000016;0.0
41448.8200000001;0.0
41656.94000000017;0.0
41856.19000000017;0.0
42436.84000000011;0.0
42805.530000000115;0.0
42960.060000000114;0.0
43042.20000000021;0.0
43146.09000000011;0.0
43514.780000000115;0.0
43851.97000000012;0.0
44189.16000000012;0.0
44400.700000000244;0.0
44870.110000000255;0.0
45101.37000000026;0.0
45149.840000000135;0.0
45306.040000000256;0.0
46210.14000000028;0.0
46870.2600000003;0.0
47101.5200000003;0.0
48812.270000000215;0.0
48960.39000000036;0.0
48998.300000000214;0.0
49165.06000000036;0.0
49366.990000000216;0.0
49452.89000000036;0.0
49684.150000000365;0.0
50288.54000000038;0.0
50494.73000000038;0.0
51266.070000000254;0.0
51946.08000000043;0.0
52386.44000000044;0.0
52509.37000000028;0.0
53019.56000000045;0.0
53033.290000000285;0.0
53433.480000000454;0.0
53784.350000000464;0.0
55093.560000000514;0.0
55429.48000000033;0.0
55900.510000000526;0.0
56108.270000000346;0.0
56780.93000000055;0.0
57402.61000000057;0.0
57615.08000000057;0.0
58435.030000000595;0.0
59048.5500000004;0.0
59878.23000000042;0.0
60184.20000000065;0.0
60207.06000000042;0.0
60418.16000000042;0.0
60611.77000000065;0.0
60865.99000000043;0.0
61413.320000000436;0.0
61615.380000000434;0.0
61843.49000000068;0.0
62577.43000000045;0.0
62681.9000000007;0.0
62946.120000000454;0.0
63109.55000000071;0.0
63302.37000000071;0.0
63882.29000000072;0.0
64497.95000000074;0.0
65108.3400000005;0.0
65709.07000000078;0.0
66086.96000000079;0.0
66827.76000000082;0.0
67029.82000000082;0.0
67055.36000000051;0.0
67266.46000000052;0.0
67390.51000000084;0.0
67837.97000000053;0.0
68071.64000000052;0.0
68170.60000000088;0.0
68842.3800000009;0.0
69193.25000000092;0.0
69736.93000000094;0.0
70134.45000000096;0.0
70240.88000000057;0.0
70977.14000000099;0.0
70979.75000000058;0.0
71539.57000000101;0.0
71772.78000000102;0.0
72443.8300000006;0.0
72657.3400000006;0.0
72895.0300000006;0.0
73406.5200000006;0.0
73950.6000000006;0.0
74225.0700000006;0.0
74411.1000000006;0.0
74566.21000000114;0.0
74628.6300000006;0.0
75355.3700000006;0.0
75557.40000000119;0.0
75993.36000000121;0.0
76428.06000000062;0.0
76571.71000000123;0.0
76614.09000000062;0.0
76831.62000000062;0.0
77222.42000000062;0.0
77408.45000000062;0.0
78776.19000000064;0.0
78993.72000000064;0.0
79166.68000000135;0.0
79179.75000000064;0.0
79728.74000000065;0.0
80175.07000000139;0.0
81310.21000000143;0.0
82118.08000000146;0.0
82712.87000000148;0.0
82812.2900000007;0.0
83180.98000000071;0.0
83367.01000000071;0.0
83767.20000000071;0.0
84338.71000000072;0.0
85075.98000000158;0.0
85080.94000000073;0.0
85292.04000000074;0.0
85670.2000000016;0.0
85703.00000000074;0.0
86454.24000000164;0.0
86870.04000000165;0.0
87101.30000000166;0.0
87347.90000000077;0.0
87482.15000000168;0.0
87533.93000000076;0.0
88280.9400000017;0.0
88631.81000000171;0.0
88853.17000000172;0.0
89307.41000000174;0.0
89546.26000000081;0.0
90094.48000000176;0.0
90291.12000000082;0.0
90375.37000000177;0.0
90574.62000000177;0.0
90613.52000000083;0.0
91002.2700000018;0.0
91208.4600000018;0.0
91221.44000000085;0.0
92310.44000000184;0.0
92542.69000000089;0.0
93033.88000000187;0.0
93094.0400000009;0.0
93703.75000000189;0.0
93756.6900000009;0.0
94138.06000000192;0.0
94574.09000000193;0.0
94590.71000000091;0.0
95001.23000000195;0.0
95115.93000000092;0.0
95421.94000000197;0.0
95444.76000000093;0.0
95993.87000000199;0.0
96528.870000002;0.0
96760.13000000201;0.0
97823.42000000205;0.0
98248.11000000207;0.0
98306.36000000096;0.0
98467.95000000208;0.0
98903.40000000209;0.0
98975.27000000098;0.0
99355.61000000211;0.0
99475.42000000099;0.0
99591.78000000212;0.0
99661.45000000099;0.0
100193.100000001;0.0
100410.630000001;0.0
101112.47000000217;0.0
101579.93000000219;0.0
101709.49000000101;0.0
101816.1000000022;0.0
102326.50000000102;0.0
102699.26000000101;0.0
