Event Time;Time Span
20000.0;0.0
20000.0;0.0
20186.03;186.02999999999884
20186.03;0.0
20393.76;207.72999999999956
20397.129999999997;3.3699999999989814
20461.889999999996;64.7599999999984
20616.249999999996;154.36000000000058
20644.549999999996;28.299999999999272
20747.709999999995;103.15999999999985
20824.849999999995;77.13999999999942
20969.069999999996;144.22000000000116
21010.879999999994;41.80999999999767
21173.739999999994;162.86000000000058
21225.039999999994;51.29999999999927
21376.199999999993;151.15999999999985
21456.659999999993;80.45999999999913
21487.499999999993;30.840000000000146
21652.539999999994;165.04000000000087
21698.59999999999;46.05999999999767
21817.709999999992;119.11000000000058
21853.12999999999;35.419999999998254
21938.60999999999;85.47999999999956
22039.85999999999;101.25
22040.26999999999;0.4099999999998545
22151.15999999999;88.77999999999884
22277.65999999999;126.5
22333.81999999999;56.159999999999854
22488.349999999988;154.52999999999884
22509.619999999988;21.270000000000437
22653.259999999987;111.29999999999927
22699.06999999999;45.81000000000131
22835.919999999987;136.84999999999854
22922.04999999999;86.13000000000102
23018.579999999987;96.52999999999884
23148.399999999987;129.8199999999997
23156.469999999987;8.069999999999709
23213.669999999984;57.19999999999709
23350.039999999983;136.36999999999898
23358.739999999987;8.700000000004366
23481.49999999998;122.75999999999476
23483.259999999987;1.7600000000056752
23606.019999999982;122.75999999999476
23682.509999999987;76.49000000000524
23755.609999999982;73.0999999999949
23793.809999999987;38.200000000004366
23948.339999999986;154.52999999999884
24024.649999999983;76.30999999999767
24059.639999999985;34.9900000000016
24217.469999999983;157.8299999999981
24277.169999999984;59.70000000000073
24453.63999999998;176.46999999999753
24459.829999999984;6.190000000002328
24656.45999999998;196.62999999999738
24667.559999999983;11.100000000002183
24842.949999999983;175.38999999999942
24859.27999999998;16.32999999999811
24985.74999999998;126.47000000000116
25069.29999999998;83.54999999999927
25168.40999999998;99.11000000000058
25279.70999999998;111.29999999999927
25297.18999999998;17.479999999999563
25410.36999999998;113.18000000000029
25497.23999999998;86.86999999999898
25634.68999999998;137.45000000000073
25683.26999999998;48.57999999999811
25839.35999999998;156.09000000000015
25866.83999999998;27.479999999999563
25925.80999999998;58.970000000001164
26058.299999999977;132.48999999999796
26157.069999999978;98.77000000000044
26244.329999999976;87.2599999999984
26389.869999999977;145.54000000000087
26426.989999999976;37.11999999999898
26584.719999999976;157.72999999999956
26644.519999999975;59.79999999999927
26790.089999999975;145.5699999999997
26827.179999999975;37.090000000000146
26986.889999999974;159.70999999999913
27044.709999999974;57.81999999999971
27125.469999999972;80.7599999999984
27199.939999999973;74.47000000000116
27346.26999999997;146.3299999999981
27355.169999999973;8.900000000001455
27554.40999999997;199.23999999999796
27557.989999999972;3.5800000000017462
27685.86999999997;127.87999999999738
27765.719999999972;79.85000000000218
27830.54999999997;64.82999999999811
27948.379999999972;117.83000000000175
28049.95999999997;101.57999999999811
28059.67999999997;9.720000000001164
28196.04999999997;136.36999999999898
28259.059999999972;63.01000000000204
28382.07999999997;123.0199999999968
28486.94999999997;104.87000000000262
28568.109999999968;81.15999999999622
28643.47999999997;75.37000000000262
28679.409999999967;35.92999999999665
28812.719999999972;133.31000000000495
28830.569999999967;17.849999999994907
28944.17999999997;113.61000000000422
29026.449999999968;82.2699999999968
29132.78999999997;106.34000000000378
29212.479999999967;79.68999999999505
29291.26999999997;78.79000000000451
29398.509999999966;107.23999999999432
29512.219999999972;113.7100000000064
29553.739999999965;41.51999999999316
29678.219999999972;124.48000000000684
29771.269999999964;93.049999999992
29788.76999999997;17.500000000007276
29984.39999999997;195.62999999999738
29985.429999999964;1.0299999999951979
30121.799999999963;136.36999999999898
30200.43999999997;78.6400000000067
30304.459999999963;104.01999999999316
30426.789999999968;122.33000000000538
30459.689999999962;32.89999999999418
30553.769999999968;94.08000000000538
30673.849999999962;120.07999999999447
30678.289999999968;4.440000000005966
30816.64999999996;138.3599999999933
30879.41999999997;62.77000000000771
30999.30999999996;119.88999999999214
31107.30999999997;108.00000000000728
31181.96999999996;74.65999999999258
31333.659999999967;151.69000000000597
31367.99999999996;34.33999999999287
31534.959999999966;166.9600000000064
31554.72999999996;19.76999999999316
31739.729999999967;185.00000000000728
31760.91999999996;21.189999999991414
31892.379999999957;131.45999999999913
31960.679999999968;68.30000000001019
32078.409999999956;117.72999999998865
32161.139999999967;82.73000000001048
32264.439999999955;103.29999999998836
32375.739999999954;111.29999999999927
32394.349999999966;18.610000000011496
32562.099999999966;129.7900000000118
32614.969999999954;52.86999999998807
32769.499999999956;154.53000000000247
32846.55999999997;77.06000000001222
32952.15999999996;105.59999999999127
33072.909999999974;120.75000000001455
33134.81999999996;61.90999999998894
33300.79999999998;165.98000000001775
33317.47999999997;16.67999999998574
33448.93999999997;131.4600000000064
33520.209999999985;71.27000000001135
33631.59999999998;111.38999999999214
33751.46999999999;119.8700000000099
33786.82999999998;35.359999999993306
33922.37999999999;135.5500000000102
33929.62999999998;7.249999999992724
34046.899999999994;117.27000000001135
34063.039999999986;16.139999999992142
34246.149999999994;183.11000000000786
34258.91999999999;12.769999999996799
34395.28999999999;136.37000000000262
34421.54;26.250000000007276
34515.229999999996;93.68999999999505
34596.630000000005;81.40000000000873
34626.53;29.89999999999418
34759.94;133.4100000000035
34805.73000000001;45.79000000000815
34871.240000000005;65.50999999999476
35021.77000000002;150.5300000000134
35057.270000000004;35.49999999998545
35146.800000000025;89.53000000002066
35271.43000000001;124.62999999998283
35362.84000000003;91.41000000002532
35454.09000000001;91.24999999997817
35558.39000000004;104.30000000003201
35565.390000000014;6.999999999970896
35682.91000000005;117.52000000003318
35773.53000000001;90.61999999996624
35884.830000000016;111.30000000000291
35903.86000000005;19.030000000035216
35963.97000000002;27.4800000000032
35974.020000000055;10.050000000032014
36149.950000000055;175.9300000000003
36178.13000000003;28.179999999971187
36325.34000000006;147.2100000000355
36353.52000000003;28.179999999971187
36486.93000000004;133.4100000000035
36543.33000000007;56.40000000003056
36672.960000000036;129.62999999996828
36774.59000000007;101.63000000003376
36784.26000000004;9.66999999996915
36973.84000000007;189.58000000003085
36995.36000000004;21.519999999967695
37110.21000000007;114.85000000003492
37206.460000000036;96.24999999996362
37317.76000000004;111.30000000000291
37331.160000000076;13.400000000037835
37437.70000000004;106.5399999999645
37531.73000000008;94.03000000004249
37620.360000000044;88.629999999961
37647.84000000005;27.4800000000032
37708.57000000005;60.7300000000032
37880.06000000009;171.49000000004162
37891.230000000054;11.169999999961874
37999.83000000006;108.60000000000582
38011.5200000001;11.690000000038708
38164.5000000001;152.9800000000032
38217.36000000006;52.859999999956926
38371.89000000006;154.52999999999884
38454.2800000001;82.39000000004307
38554.55000000006;100.26999999996042
38642.99000000006;88.44000000000233
38654.74000000011;11.750000000043656
38847.410000000105;192.66999999999825
38857.15000000007;9.739999999961583
38926.820000000065;69.66999999999825
39038.12000000007;111.30000000000291
39064.99000000011;26.870000000039
39254.44000000011;189.45000000000437
39255.65000000007;1.2099999999554711
39458.470000000074;202.82000000000698
39462.170000000115;3.7000000000407454
39582.290000000125;120.1200000000099
39590.360000000124;8.069999999999709
39645.20000000008;54.83999999995285
